fact_date,tool_group_id,availability,performance,quality,oee,available_hours
2026-04-13,WET_03,0.8448,0.8778,0.9793,0.7262,60.83
2026-04-13,WET_04,0.8759,0.9508,0.9723,0.8097,84.09
2026-04-13,WET_05,0.9484,0.99,0.9796,0.9198,182.09
2026-04-13,WET_06,0.9425,0.8777,0.9908,0.8196,180.96
2026-04-13,WET_07,0.9324,0.9545,0.9798,0.872,201.4
2026-04-12,LITHO_01,0.7323,0.8943,0.9737,0.6377,210.9
2026-04-12,LITHO_02,0.8311,0.9249,0.9758,0.7501,119.68
2026-04-12,LITHO_03,0.8388,0.8776,0.9728,0.7161,80.52
2026-04-12,LITHO_04,0.9361,0.8936,0.9749,0.8155,269.6
2026-04-12,LITHO_05,0.8572,0.9336,0.9846,0.788,205.73
2026-04-12,LITHO_06,0.7278,0.9609,0.9944,0.6954,139.74
2026-04-12,LITHO_07,0.8275,0.8811,0.9755,0.7112,59.58
2026-04-12,LITHO_08,0.8422,0.929,0.9605,0.7515,202.13
2026-04-12,ETCH_01,0.8241,0.9816,0.9707,0.7852,197.78
2026-04-12,ETCH_02,0.9422,0.9342,0.9619,0.8467,271.35
2026-04-12,ETCH_03,0.9118,0.9153,0.9754,0.814,175.07
2026-04-12,ETCH_04,0.8922,0.939,0.9871,0.827,235.54
2026-04-12,ETCH_05,0.9389,0.9363,0.9662,0.8494,45.07
2026-04-12,ETCH_06,0.8563,0.99,0.9872,0.8369,82.2
2026-04-12,ETCH_07,0.99,0.9758,0.9824,0.949,166.32
2026-04-12,ETCH_08,0.8951,0.9185,0.9626,0.7914,107.41
2026-04-12,ETCH_09,0.8809,0.9684,0.974,0.8309,147.99
2026-04-12,ETCH_10,0.9006,0.9541,0.9709,0.8343,172.92
2026-04-12,ETCH_11,0.8574,0.8793,0.9718,0.7327,144.04
2026-04-12,ETCH_12,0.8156,0.884,0.9942,0.7168,39.15
2026-04-12,DEPO_01,0.8342,0.9251,0.975,0.7524,200.21
2026-04-12,DEPO_02,0.9389,0.9724,0.9886,0.9026,180.27
2026-04-12,DEPO_03,0.8953,0.9108,0.9681,0.7894,128.92
2026-04-12,DEPO_04,0.9772,0.8896,0.9866,0.8577,257.98
2026-04-12,DEPO_05,0.933,0.8978,0.9904,0.8296,156.74
2026-04-12,DEPO_06,0.9182,0.9891,0.9753,0.8858,66.11
2026-04-12,DEPO_07,0.8157,0.8998,0.9821,0.7208,97.88
2026-04-12,DEPO_08,0.8829,0.9043,0.9609,0.7672,63.57
2026-04-12,DEPO_09,0.9035,0.99,0.9846,0.8807,65.05
2026-04-12,DEPO_10,0.9105,0.9429,0.984,0.8448,196.67
2026-04-12,CMP_01,0.9266,0.9358,0.9769,0.8471,155.67
2026-04-12,CMP_02,0.8402,0.91,0.9831,0.7517,141.15
2026-04-12,CMP_03,0.8642,0.9326,0.9844,0.7934,124.44
2026-04-12,CMP_04,0.9217,0.9713,0.9808,0.8781,265.45
2026-04-12,CMP_05,0.8146,0.9062,0.9804,0.7237,215.05
2026-04-12,CMP_06,0.7882,0.9755,0.9814,0.7546,189.17
2026-04-12,IMPL_01,0.8991,0.9746,0.9737,0.8532,86.31
2026-04-12,IMPL_02,0.9087,0.9156,0.9782,0.8139,130.85
2026-04-12,IMPL_03,0.8414,0.9866,0.9762,0.8104,242.32
2026-04-12,IMPL_04,0.915,0.845,0.9918,0.7668,109.8
2026-04-12,IMPL_05,0.9326,0.9239,0.9777,0.8424,44.76
2026-04-12,DIFF_01,0.9,0.99,0.9624,0.8575,43.2
2026-04-12,DIFF_02,0.9191,0.8835,0.9798,0.7956,176.47
2026-04-12,DIFF_03,0.8676,0.9029,0.9799,0.7676,104.11
2026-04-12,DIFF_04,0.8233,0.9612,0.9621,0.7614,217.35
2026-04-12,DIFF_05,0.907,0.9069,0.9683,0.7965,152.38
2026-04-12,DIFF_06,0.8901,0.8577,0.9804,0.7485,192.26
2026-04-12,DIFF_07,0.8089,0.9385,0.9708,0.737,232.96
2026-04-12,DIFF_08,0.8575,0.9318,0.9723,0.7769,123.48
2026-04-12,METRO_01,0.8771,0.8594,0.9863,0.7435,210.5
2026-04-12,METRO_02,0.9682,0.99,0.9809,0.9402,255.6
2026-04-12,METRO_03,0.9194,0.8488,0.995,0.7765,242.72
2026-04-12,METRO_04,0.9188,0.9006,0.9924,0.8212,110.26
2026-04-12,WET_01,0.8673,0.9017,0.9848,0.7702,83.26
2026-04-12,WET_02,0.8268,0.9609,0.9694,0.7702,59.53
2026-04-12,WET_03,0.8275,0.8836,0.9876,0.7221,59.58
2026-04-12,WET_04,0.8492,0.8661,0.9739,0.7163,81.52
2026-04-12,WET_05,0.8784,0.8728,0.9685,0.7425,168.65
2026-04-12,WET_06,0.9856,0.8856,0.9768,0.8526,189.24
2026-04-12,WET_07,0.8616,0.9031,0.9862,0.7674,186.11
2026-04-11,LITHO_01,0.9274,0.9078,0.9676,0.8146,267.09
2026-04-11,LITHO_02,0.9437,0.9162,0.9973,0.8623,135.89
2026-04-11,LITHO_03,0.7677,0.9278,0.9992,0.7117,73.7
2026-04-11,LITHO_04,0.8623,0.911,0.983,0.7722,248.34
2026-04-11,LITHO_05,0.8521,0.9075,0.9766,0.7552,204.5
2026-04-11,LITHO_06,0.8486,0.9692,0.9846,0.8098,162.93
2026-04-11,LITHO_07,0.8925,0.9523,0.9774,0.8307,64.26
2026-04-11,LITHO_08,0.8413,0.8959,0.98,0.7386,201.91
2026-04-11,ETCH_01,0.827,0.9,0.9748,0.7255,198.48
2026-04-11,ETCH_02,0.9862,0.809,0.9782,0.7804,284.03
2026-04-11,ETCH_03,0.9663,0.9249,0.9875,0.8826,185.53
2026-04-11,ETCH_04,0.885,0.8933,0.9576,0.7571,233.64
2026-04-11,ETCH_05,0.8903,0.889,0.972,0.7693,42.73
2026-04-11,ETCH_06,0.8551,0.9898,1.0,0.8464,82.09
2026-04-11,ETCH_07,0.8909,0.9014,0.9682,0.7775,149.67
2026-04-11,ETCH_08,0.9034,0.99,0.9775,0.8742,108.41
2026-04-11,ETCH_09,0.7611,0.9468,0.9899,0.7133,127.86
2026-04-11,ETCH_10,0.8007,0.9271,0.9845,0.7308,153.73
2026-04-11,ETCH_11,0.8763,0.8884,0.9902,0.7709,147.22
2026-04-11,ETCH_12,0.8598,0.8606,0.9595,0.71,41.27
2026-04-11,DEPO_01,0.943,0.9447,0.9809,0.8738,226.32
2026-04-11,DEPO_02,0.858,0.8988,0.9692,0.7474,164.74
2026-04-11,DEPO_03,0.8584,0.8352,0.9726,0.6973,123.61
2026-04-11,DEPO_04,0.8645,0.9444,0.9796,0.7998,228.23
2026-04-11,DEPO_05,0.9197,0.974,0.9906,0.8874,154.51
2026-04-11,DEPO_06,0.9035,0.9205,0.9702,0.8069,65.05
2026-04-11,DEPO_07,0.917,0.9872,0.9834,0.8902,110.04
2026-04-11,DEPO_08,0.9759,0.859,0.9685,0.8119,70.26
2026-04-11,DEPO_09,0.9228,0.9306,0.9931,0.8528,66.44
2026-04-11,DEPO_10,0.8792,0.8853,0.9779,0.7612,189.91
2026-04-11,CMP_01,0.8034,0.8749,0.9897,0.6957,134.97
2026-04-11,CMP_02,0.9236,0.9345,0.9628,0.831,155.16
2026-04-11,CMP_03,0.8621,0.871,0.9918,0.7447,124.14
2026-04-11,CMP_04,0.8508,0.8766,0.9803,0.7311,245.03
2026-04-11,CMP_05,0.848,0.9793,0.9727,0.8078,223.87
2026-04-11,CMP_06,0.81,0.8339,0.9797,0.6617,194.4
2026-04-11,IMPL_01,0.8519,0.8628,0.9919,0.7291,81.78
2026-04-11,IMPL_02,0.9134,0.9189,0.9936,0.834,131.53
2026-04-11,IMPL_03,0.9131,0.8871,0.9696,0.7854,262.97
2026-04-11,IMPL_04,0.9209,0.9359,0.9817,0.8461,110.51
2026-04-11,IMPL_05,0.8377,0.9443,0.9724,0.7692,40.21
2026-04-11,DIFF_01,0.8749,0.9779,0.9734,0.8328,42.0
2026-04-11,DIFF_02,0.8014,0.8779,0.9899,0.6964,153.87
2026-04-11,DIFF_03,0.8927,0.9148,0.9749,0.7961,107.12
2026-04-11,DIFF_04,0.9043,0.886,0.9831,0.7877,238.74
2026-04-11,DIFF_05,0.8434,0.8841,0.9736,0.726,141.69
2026-04-11,DIFF_06,0.8612,0.918,0.9824,0.7767,186.02
2026-04-11,DIFF_07,0.6956,0.8877,0.9761,0.6027,200.33
2026-04-11,DIFF_08,0.9553,0.8768,0.9816,0.8222,137.56
2026-04-11,METRO_01,0.9548,0.8675,0.9839,0.815,229.15
2026-04-11,METRO_02,0.8399,0.8998,0.972,0.7346,221.73
2026-04-11,METRO_03,0.8434,0.99,0.9884,0.8253,222.66
2026-04-11,METRO_04,0.9351,0.9397,0.9639,0.847,112.21
2026-04-11,WET_01,0.8997,0.9629,0.9715,0.8416,86.37
2026-04-11,WET_02,0.9283,0.9482,0.9985,0.8789,66.84
2026-04-11,WET_03,0.8591,0.8761,0.9764,0.7349,61.86
2026-04-11,WET_04,0.9518,0.8469,0.9593,0.7733,91.37
2026-04-11,WET_05,0.8845,0.9023,0.9801,0.7822,169.82
2026-04-11,WET_06,0.9273,0.8979,0.9613,0.8004,178.04
2026-04-11,WET_07,0.9822,0.8801,0.9694,0.838,212.16
2026-04-10,LITHO_01,0.9352,0.9046,0.9794,0.8286,269.34
2026-04-10,LITHO_02,0.9041,0.9633,0.9767,0.8506,130.19
2026-04-10,LITHO_03,0.956,0.8346,0.9876,0.788,91.78
2026-04-10,LITHO_04,0.838,0.9749,0.9814,0.8018,241.34
2026-04-10,LITHO_05,0.8464,0.9465,0.9889,0.7922,203.14
2026-04-10,LITHO_06,0.9121,0.8788,0.9752,0.7817,175.12
2026-04-10,LITHO_07,0.8798,0.9183,0.9875,0.7978,63.35
2026-04-10,LITHO_08,0.7793,0.9334,0.9771,0.7107,187.03
2026-04-10,ETCH_01,0.8381,0.8903,0.9779,0.7297,201.14
2026-04-10,ETCH_02,0.6999,0.8919,0.9712,0.6063,201.57
2026-04-10,ETCH_03,0.9066,0.8878,0.9778,0.787,174.07
2026-04-10,ETCH_04,0.9571,0.9598,0.989,0.9085,252.67
2026-04-10,ETCH_05,0.855,0.9417,0.9777,0.7872,41.04
2026-04-10,ETCH_06,0.8702,0.9364,0.974,0.7937,83.54
2026-04-10,ETCH_07,0.9547,0.9136,0.9862,0.8602,160.39
2026-04-10,ETCH_08,0.9528,0.9613,0.9659,0.8847,114.34
2026-04-10,ETCH_09,0.9022,0.954,0.9889,0.8511,151.57
2026-04-10,ETCH_10,0.8243,0.8937,0.9899,0.7292,158.27
2026-04-10,ETCH_11,0.8419,0.908,0.9958,0.7612,141.44
2026-04-10,ETCH_12,0.8776,0.8909,0.9712,0.7593,42.12
2026-04-10,DEPO_01,0.8966,0.8667,0.9775,0.7596,215.18
2026-04-10,DEPO_02,0.8967,0.972,0.9867,0.86,172.17
2026-04-10,DEPO_03,0.8443,0.9671,0.977,0.7977,121.58
2026-04-10,DEPO_04,0.8182,0.9131,0.9944,0.7429,216.0
2026-04-10,DEPO_05,0.8883,0.9205,0.9964,0.8147,149.23
2026-04-10,DEPO_06,0.8084,0.8686,0.9638,0.6768,58.2
2026-04-10,DEPO_07,0.8986,0.9267,0.9954,0.8289,107.83
2026-04-10,DEPO_08,0.8922,0.9038,0.98,0.7902,64.24
2026-04-10,DEPO_09,0.8859,0.8531,1.0,0.7558,63.78
2026-04-10,DEPO_10,0.906,0.9284,0.9862,0.8295,195.7
2026-04-10,CMP_01,0.9155,0.9144,0.9737,0.8151,153.8
2026-04-10,CMP_02,0.91,0.9354,0.9719,0.8273,152.88
2026-04-10,CMP_03,0.951,0.9317,0.9873,0.8748,136.94
2026-04-10,CMP_04,0.9496,0.9209,0.9832,0.8598,273.48
2026-04-10,CMP_05,0.9205,0.891,0.9805,0.8042,243.01
2026-04-10,CMP_06,0.8863,0.8818,1.0,0.7815,212.71
2026-04-10,IMPL_01,0.8096,0.8681,0.9931,0.698,77.72
2026-04-10,IMPL_02,0.9157,0.879,0.9861,0.7937,131.86
2026-04-10,IMPL_03,0.9534,0.9188,1.0,0.876,274.58
2026-04-10,IMPL_04,0.7938,0.9478,0.9917,0.7461,95.26
2026-04-10,IMPL_05,0.9246,0.9118,0.9771,0.8237,44.38
2026-04-10,DIFF_01,0.9022,0.9526,0.986,0.8474,43.31
2026-04-10,DIFF_02,0.932,0.8792,0.9777,0.8011,178.94
2026-04-10,DIFF_03,0.833,0.9046,0.9902,0.7461,99.96
2026-04-10,DIFF_04,0.8854,0.99,0.9819,0.8607,233.75
2026-04-10,DIFF_05,0.883,0.9242,0.9736,0.7945,148.34
2026-04-10,DIFF_06,0.8771,0.9651,0.9811,0.8305,189.45
2026-04-10,DIFF_07,0.8403,0.883,0.9755,0.7238,242.01
2026-04-10,DIFF_08,0.8837,0.9677,0.9666,0.8266,127.25
2026-04-10,METRO_01,0.864,0.9258,0.9617,0.7693,207.36
2026-04-10,METRO_02,0.8383,0.8928,0.972,0.7275,221.31
2026-04-10,METRO_03,0.8896,0.9136,0.9744,0.7919,234.85
2026-04-10,METRO_04,0.9014,0.9889,0.9964,0.8882,108.17
2026-04-10,WET_01,0.7839,0.9431,0.9782,0.7232,75.25
2026-04-10,WET_02,0.8878,0.9041,0.9812,0.7876,63.92
2026-04-10,WET_03,0.8876,0.8968,0.971,0.7729,63.91
2026-04-10,WET_04,0.8576,0.9294,0.986,0.7859,82.33
2026-04-10,WET_05,0.9227,0.9002,0.9828,0.8163,177.16
2026-04-10,WET_06,0.9281,0.9666,0.9794,0.8786,178.2
2026-04-10,WET_07,0.869,0.9276,0.9685,0.7807,187.7
2026-04-09,LITHO_01,0.8703,0.9498,0.9864,0.8154,250.65
2026-04-09,LITHO_02,0.8665,0.9287,0.9718,0.782,124.78
2026-04-09,LITHO_03,0.9152,0.9169,0.9772,0.82,87.86
2026-04-09,LITHO_04,0.8619,0.9175,0.9755,0.7714,248.23
2026-04-09,LITHO_05,0.9129,0.9042,0.9959,0.8221,219.1
2026-04-09,LITHO_06,0.9533,0.8843,0.9807,0.8267,183.03
2026-04-09,LITHO_07,0.8475,0.9069,1.0,0.7686,61.02
2026-04-09,LITHO_08,0.8646,0.9344,0.9854,0.7961,207.5
2026-04-09,ETCH_01,0.83,0.8858,0.9679,0.7116,199.2
2026-04-09,ETCH_02,0.8357,0.806,0.9854,0.6637,240.68
2026-04-09,ETCH_03,0.9827,0.9259,0.9658,0.8788,188.68
2026-04-09,ETCH_04,0.8479,0.9016,0.9698,0.7414,223.85
2026-04-09,ETCH_05,0.923,0.9524,0.9684,0.8513,44.3
2026-04-09,ETCH_06,0.9163,0.9811,0.999,0.8981,87.96
2026-04-09,ETCH_07,0.99,0.8839,1.0,0.8751,166.32
2026-04-09,ETCH_08,0.8623,0.8963,0.9833,0.76,103.48
2026-04-09,ETCH_09,0.8509,0.936,0.9668,0.77,142.95
2026-04-09,ETCH_10,0.8681,0.9714,0.9794,0.8259,166.68
2026-04-09,ETCH_11,0.8871,0.939,0.9917,0.8261,149.03
2026-04-09,ETCH_12,0.7972,0.9434,0.9773,0.735,38.27
2026-04-09,DEPO_01,0.8883,0.9624,0.9681,0.8276,213.19
2026-04-09,DEPO_02,0.8294,0.8426,0.9745,0.681,159.24
2026-04-09,DEPO_03,0.9465,0.9152,0.9666,0.8373,136.3
2026-04-09,DEPO_04,0.8557,0.8605,0.9687,0.7133,225.9
2026-04-09,DEPO_05,0.8994,0.873,0.9911,0.7782,151.1
2026-04-09,DEPO_06,0.8764,0.9234,0.9772,0.7908,63.1
2026-04-09,DEPO_07,0.9186,0.9513,0.9834,0.8594,110.23
2026-04-09,DEPO_08,0.9082,0.9115,0.9854,0.8157,65.39
2026-04-09,DEPO_09,0.8631,0.9201,0.9773,0.7761,62.14
2026-04-09,DEPO_10,0.8571,0.8924,0.9847,0.7532,185.13
2026-04-09,CMP_01,0.9455,0.9668,0.9674,0.8843,158.84
2026-04-09,CMP_02,0.9445,0.9073,0.986,0.8449,158.68
2026-04-09,CMP_03,0.8347,0.9257,0.9831,0.7596,120.2
2026-04-09,CMP_04,0.8058,0.9443,0.9935,0.756,232.07
2026-04-09,CMP_05,0.8713,0.9744,0.9781,0.8304,230.02
2026-04-09,CMP_06,0.9225,0.8313,1.0,0.7669,221.4
2026-04-09,IMPL_01,0.9548,0.9086,0.9603,0.8331,91.66
2026-04-09,IMPL_02,0.8944,0.8622,0.9844,0.7591,128.79
2026-04-09,IMPL_03,0.9006,0.8823,0.9912,0.7876,259.37
2026-04-09,IMPL_04,0.9203,0.959,0.9801,0.865,110.44
2026-04-09,IMPL_05,0.8092,0.9591,0.9773,0.7585,38.84
2026-04-09,DIFF_01,0.8105,0.9741,1.0,0.7895,38.9
2026-04-09,DIFF_02,0.8779,0.99,0.9809,0.8525,168.56
2026-04-09,DIFF_03,0.861,0.8948,0.9964,0.7676,103.32
2026-04-09,DIFF_04,0.841,0.9494,0.9744,0.778,222.02
2026-04-09,DIFF_05,0.857,0.9612,0.9762,0.8041,143.98
2026-04-09,DIFF_06,0.8598,0.9653,0.996,0.8266,185.72
2026-04-09,DIFF_07,0.9122,0.8938,0.9749,0.7949,262.71
2026-04-09,DIFF_08,0.884,0.9328,0.9701,0.7999,127.3
2026-04-09,METRO_01,0.9162,0.9234,0.9628,0.8145,219.89
2026-04-09,METRO_02,0.8336,0.8998,0.9793,0.7345,220.07
2026-04-09,METRO_03,0.9745,0.9295,0.9716,0.8801,257.27
2026-04-09,METRO_04,0.891,0.9059,0.9832,0.7936,106.92
2026-04-09,WET_01,0.909,0.9684,0.9798,0.8625,87.26
2026-04-09,WET_02,0.9619,0.9563,0.9729,0.8949,69.26
2026-04-09,WET_03,0.99,0.9331,0.9716,0.8975,71.28
2026-04-09,WET_04,0.9626,0.99,0.9797,0.9336,92.41
2026-04-09,WET_05,0.8548,0.9131,0.9871,0.7704,164.12
2026-04-09,WET_06,0.9439,0.9428,0.981,0.873,181.23
2026-04-09,WET_07,0.9549,0.9075,0.9903,0.8582,206.26
2026-04-08,LITHO_01,0.8656,0.9372,0.9789,0.7941,249.29
2026-04-08,LITHO_02,0.8772,0.9049,0.9934,0.7885,126.32
2026-04-08,LITHO_03,0.8434,0.8904,1.0,0.751,80.97
2026-04-08,LITHO_04,0.9289,0.8246,0.9743,0.7463,267.52
2026-04-08,LITHO_05,0.7894,0.882,0.9486,0.6605,189.46
2026-04-08,LITHO_06,0.8732,0.8743,0.9806,0.7486,167.65
2026-04-08,LITHO_07,0.7987,0.9233,0.9759,0.7197,57.51
2026-04-08,LITHO_08,0.9551,0.9765,0.9879,0.9214,229.22
2026-04-08,ETCH_01,0.8637,0.99,0.9645,0.8247,207.29
2026-04-08,ETCH_02,0.8098,0.9166,1.0,0.7423,233.22
2026-04-08,ETCH_03,0.8699,0.9127,0.9656,0.7666,167.02
2026-04-08,ETCH_04,0.9273,0.9581,0.9879,0.8777,244.81
2026-04-08,ETCH_05,0.8485,0.8917,0.9671,0.7317,40.73
2026-04-08,ETCH_06,0.8842,0.8768,0.9682,0.7506,84.88
2026-04-08,ETCH_07,0.8588,0.9004,0.9746,0.7536,144.28
2026-04-08,ETCH_08,0.9033,0.9232,0.9771,0.8148,108.4
2026-04-08,ETCH_09,0.8892,0.8803,0.9811,0.768,149.39
2026-04-08,ETCH_10,0.8875,0.8599,0.99,0.7555,170.4
2026-04-08,ETCH_11,0.8359,0.9236,0.9916,0.7656,140.43
2026-04-08,ETCH_12,0.9263,0.9214,0.9764,0.8334,44.46
2026-04-08,DEPO_01,0.9274,0.947,0.9738,0.8552,222.58
2026-04-08,DEPO_02,0.8403,0.8371,0.9815,0.6904,161.34
2026-04-08,DEPO_03,0.8759,0.9654,0.9836,0.8317,126.13
2026-04-08,DEPO_04,0.9467,0.8921,0.9914,0.8373,249.93
2026-04-08,DEPO_05,0.8536,0.9511,0.9654,0.7838,143.4
2026-04-08,DEPO_06,0.8918,0.8406,0.9773,0.7326,64.21
2026-04-08,DEPO_07,0.902,0.8992,0.9695,0.7863,108.24
2026-04-08,DEPO_08,0.9223,0.9159,0.9751,0.8237,66.41
2026-04-08,DEPO_09,0.8821,0.99,0.9915,0.8659,63.51
2026-04-08,DEPO_10,0.9381,0.9374,0.9817,0.8633,202.63
2026-04-08,CMP_01,0.7602,0.8928,0.9752,0.6619,127.71
2026-04-08,CMP_02,0.7863,0.8737,0.9602,0.6596,132.1
2026-04-08,CMP_03,0.8781,0.9528,0.9911,0.8292,126.45
2026-04-08,CMP_04,0.9007,0.8815,0.9607,0.7628,259.4
2026-04-08,CMP_05,0.7922,0.8692,0.9711,0.6687,209.14
2026-04-08,CMP_06,0.872,0.8794,0.9834,0.7541,209.28
2026-04-08,IMPL_01,0.8684,0.9204,0.9914,0.7924,83.37
2026-04-08,IMPL_02,0.821,0.9367,0.9799,0.7536,118.22
2026-04-08,IMPL_03,0.8633,0.9554,0.9888,0.8156,248.63
2026-04-08,IMPL_04,0.8327,0.9127,0.9828,0.7469,99.92
2026-04-08,IMPL_05,0.8663,0.9434,0.9828,0.8032,41.58
2026-04-08,DIFF_01,0.9716,0.8588,0.9788,0.8167,46.64
2026-04-08,DIFF_02,0.8346,0.9442,0.9638,0.7595,160.24
2026-04-08,DIFF_03,0.8973,0.8948,0.9727,0.781,107.68
2026-04-08,DIFF_04,0.8077,0.9014,0.9908,0.7214,213.23
2026-04-08,DIFF_05,0.8787,0.9451,0.9966,0.8276,147.62
2026-04-08,DIFF_06,0.8932,0.8976,0.9847,0.7895,192.93
2026-04-08,DIFF_07,0.8528,0.8998,0.9648,0.7403,245.61
2026-04-08,DIFF_08,0.9263,0.9046,0.9818,0.8227,133.39
2026-04-08,METRO_01,0.8282,0.9374,0.9724,0.7549,198.77
2026-04-08,METRO_02,0.8729,0.9551,0.9879,0.8236,230.45
2026-04-08,METRO_03,0.8789,0.8493,1.0,0.7464,232.03
2026-04-08,METRO_04,0.9673,0.9489,0.9725,0.8926,116.08
2026-04-08,WET_01,0.8743,0.8983,0.9926,0.7796,83.93
2026-04-08,WET_02,0.8931,0.8886,0.9753,0.774,64.3
2026-04-08,WET_03,0.9361,0.984,0.9953,0.9168,67.4
2026-04-08,WET_04,0.9179,0.9099,0.9476,0.7914,88.12
2026-04-08,WET_05,0.8949,0.9199,0.9814,0.8079,171.82
2026-04-08,WET_06,0.8827,0.8669,0.9856,0.7542,169.48
2026-04-08,WET_07,0.9116,0.9473,0.9895,0.8545,196.91
2026-04-07,LITHO_01,0.9102,0.9036,0.9793,0.8054,262.14
2026-04-07,LITHO_02,0.8846,0.9243,0.99,0.8095,127.38
2026-04-07,LITHO_03,0.9122,0.99,1.0,0.9031,87.57
2026-04-07,LITHO_04,0.884,0.7665,0.9924,0.6724,254.59
2026-04-07,LITHO_05,0.853,0.8879,0.976,0.7392,204.72
2026-04-07,LITHO_06,0.8577,0.9445,0.9644,0.7813,164.68
2026-04-07,LITHO_07,0.8261,0.9337,0.9862,0.7607,59.48
2026-04-07,LITHO_08,0.9121,0.8885,0.9702,0.7863,218.9
2026-04-07,ETCH_01,0.8547,0.9296,0.9949,0.7905,205.13
2026-04-07,ETCH_02,0.7776,0.9112,0.9667,0.685,223.95
2026-04-07,ETCH_03,0.7974,0.9587,0.9854,0.7533,153.1
2026-04-07,ETCH_04,0.9025,0.9568,0.9752,0.8421,238.26
2026-04-07,ETCH_05,0.8584,0.99,0.9775,0.8307,41.2
2026-04-07,ETCH_06,0.9168,0.9203,0.9615,0.8112,88.01
2026-04-07,ETCH_07,0.7778,0.8968,0.9906,0.691,130.67
2026-04-07,ETCH_08,0.9194,0.9566,0.9701,0.8532,110.33
2026-04-07,ETCH_09,0.9608,0.8814,0.9821,0.8317,161.41
2026-04-07,ETCH_10,0.8795,0.913,0.9934,0.7977,168.86
2026-04-07,ETCH_11,0.8447,0.866,0.9802,0.717,141.91
2026-04-07,ETCH_12,0.86,0.99,0.9868,0.8402,41.28
2026-04-07,DEPO_01,0.8595,0.8778,0.9612,0.7252,206.28
2026-04-07,DEPO_02,0.8287,0.9246,0.9943,0.7618,159.11
2026-04-07,DEPO_03,0.9361,0.9292,0.9768,0.8496,134.8
2026-04-07,DEPO_04,0.8934,0.8993,0.9972,0.8012,235.86
2026-04-07,DEPO_05,0.8705,0.9165,0.9578,0.7641,146.24
2026-04-07,DEPO_06,0.8702,0.9535,0.9693,0.8043,62.65
2026-04-07,DEPO_07,0.8425,0.9517,0.9652,0.7739,101.1
2026-04-07,DEPO_08,0.9329,0.8987,0.9761,0.8184,67.17
2026-04-07,DEPO_09,0.8238,0.9351,1.0,0.7703,59.31
2026-04-07,DEPO_10,0.9191,0.8854,0.9914,0.8068,198.53
2026-04-07,CMP_01,0.8642,0.975,0.9881,0.8326,145.19
2026-04-07,CMP_02,0.7328,0.8798,0.9894,0.6379,123.11
2026-04-07,CMP_03,0.8876,0.879,0.9737,0.7597,127.81
2026-04-07,CMP_04,0.7847,0.9165,1.0,0.7192,225.99
2026-04-07,CMP_05,0.9202,0.99,0.9888,0.9008,242.93
2026-04-07,CMP_06,0.9314,0.99,0.9838,0.9071,223.54
2026-04-07,IMPL_01,0.8706,0.9613,0.9945,0.8323,83.58
2026-04-07,IMPL_02,0.856,0.8911,0.9814,0.7486,123.26
2026-04-07,IMPL_03,0.9216,0.9519,0.9658,0.8473,265.42
2026-04-07,IMPL_04,0.9756,0.8944,0.9773,0.8528,117.07
2026-04-07,IMPL_05,0.8349,0.99,0.9824,0.812,40.08
2026-04-07,DIFF_01,0.8375,0.9546,0.9877,0.7896,40.2
2026-04-07,DIFF_02,0.8706,0.9536,0.9717,0.8067,167.16
2026-04-07,DIFF_03,0.8554,0.8396,0.9668,0.6943,102.65
2026-04-07,DIFF_04,0.9704,0.9857,0.9807,0.9381,256.19
2026-04-07,DIFF_05,0.9631,0.9136,0.9776,0.8602,161.8
2026-04-07,DIFF_06,0.8828,0.915,0.9778,0.7898,190.68
2026-04-07,DIFF_07,0.9372,0.926,0.9871,0.8567,269.91
2026-04-07,DIFF_08,0.9316,0.9355,0.9703,0.8456,134.15
2026-04-07,METRO_01,0.8124,0.926,0.9783,0.736,194.98
2026-04-07,METRO_02,0.8844,0.9194,1.0,0.8131,233.48
2026-04-07,METRO_03,0.8135,0.8404,0.9833,0.6722,214.76
2026-04-07,METRO_04,0.8612,0.9326,0.9858,0.7918,103.34
2026-04-07,WET_01,0.9442,0.8597,0.9744,0.7909,90.64
2026-04-07,WET_02,0.9014,0.9508,1.0,0.8571,64.9
2026-04-07,WET_03,0.9278,0.9177,0.9711,0.8268,66.8
2026-04-07,WET_04,0.8518,0.8963,0.9866,0.7532,81.77
2026-04-07,WET_05,0.8928,0.8671,0.9756,0.7553,171.42
2026-04-07,WET_06,0.9239,0.9341,0.9857,0.8507,177.39
2026-04-07,WET_07,0.8991,0.9851,0.9824,0.8701,194.21
2026-04-06,LITHO_01,0.8607,0.8834,0.9825,0.747,247.88
2026-04-06,LITHO_02,0.758,0.9126,0.9779,0.6765,109.15
2026-04-06,LITHO_03,0.8118,0.8829,0.9881,0.7082,77.93
2026-04-06,LITHO_04,0.8915,0.9241,0.9831,0.8099,256.75
2026-04-06,LITHO_05,0.8846,0.9697,0.9812,0.8417,212.3
2026-04-06,LITHO_06,0.8071,0.9852,0.9837,0.7822,154.96
2026-04-06,LITHO_07,0.8505,0.8699,0.984,0.728,61.24
2026-04-06,LITHO_08,0.8741,0.983,0.9765,0.839,209.78
2026-04-06,ETCH_01,0.8381,0.9558,0.9893,0.7925,201.14
2026-04-06,ETCH_02,0.8884,0.9471,0.9796,0.8242,255.86
2026-04-06,ETCH_03,0.8917,0.9666,0.9863,0.8501,171.21
